mask_rcnn_X-101-64x4d-FPN;cascade_mask_rcnn_X-101-64x4d-FPN;hybrid_task_cascade_mask_rcnn_X-101-64x4d-FPN;gcnet_X-101-FPN_DCN_Cascade_Mask_GC(c3-c5,r4);scnet_X-101-64x4d-FPN;bbox_ap;mask_ap;tp;tp%;tp_s;tp_s%;tp_m;tp_m%;tp_l;tp_l%;tp_2;tp_2%;tp_2_s;tp_2_s%;tp_2_m;tp_2_m%;tp_2_l;tp_2_l%;fp;fp%;fp_s;fp_s%;fp_m;fp_m%;fp_l;fp_l%;fp_2;fp_2%;fp_2_s;fp_2_s%;fp_2_m;fp_2_m%;fp_2_l;fp_2_l%;tn;tn%;tn_s;tn_s%;tn_m;tn_m%;tn_l;tn_l%;tn_2;tn_2%;tn_2_s;tn_2_s%;tn_2_m;tn_2_m%;tn_2_l;tn_2_l%;fn;fn%;fn_s;fn_s%;fn_m;fn_m%;fn_l;fn_l%;fn_2;fn_2%;fn_2_s;fn_2_s%;fn_2_m;fn_2_m%;fn_2_l;fn_2_l%;cg;cg%;cg_s;cg_s%;cg_m;cg_m%;cg_l;cg_l%;c_cg;c_cg%;c_cg_s;c_cg_s%;c_cg_m;c_cg_m%;c_cg_l;c_cg_l%;ig;ig%;ig_s;ig_s%;ig_m;ig_m%;ig_l;ig_l%;c_ig;c_ig%;c_ig_s;c_ig_s%;c_ig_m;c_ig_m%;c_ig_l;c_ig_l%;ng;ng%;ng_s;ng_s%;ng_m;ng_m%;ng_l;ng_l%;c_ng;c_ng%;c_ng_s;c_ng_s%;c_ng_m;c_ng_m%;c_ng_l;c_ng_l%
1;0;0;0;0;0.561;0.492;104104790;0.47251;791;0.55626;9395;0.52007;104094604;0.47251;104108503;0.45544;162;0.59559;6656;0.51657;104097972;0.47251;8885076;0.04033;291;0.20464;2225;0.12317;8882560;0.04032;11194613;0.04897;47;0.17279;1484;0.11517;8883545;0.04032;96279649;0.43700;218;0.15331;4625;0.25602;96274806;0.43701;102232168;0.44723;45;0.16544;3422;0.26558;96276182;0.43701;11052211;0.05016;122;0.08579;1820;0.10075;11050269;0.05016;11054952;0.04836;18;0.06618;1323;0.10268;11050870;0.05016;9909;0.28550;45;0.14151;253;0.11510;9611;0.29856;5323;0.25700;35;0.17413;193;0.13707;5095;0.26671;23703;0.68295;132;0.41509;1815;0.82575;21756;0.67584;14745;0.71191;69;0.34328;1126;0.79972;13550;0.70931;1095;0.03155;141;0.44340;130;0.05914;824;0.02560;644;0.03109;97;0.48259;89;0.06321;458;0.02398
0;1;0;0;0;0.584;0.498;103977223;0.47536;995;0.56151;9557;0.50743;103966671;0.47535;103981039;0.45708;353;0.57869;7161;0.51592;103969709;0.47536;8725766;0.03989;307;0.17325;2237;0.11877;8723222;0.03988;11434982;0.05027;92;0.15082;1501;0.10814;8724173;0.03989;95694348;0.43749;321;0.18115;4907;0.26054;95689120;0.43751;101734297;0.44720;121;0.19836;3675;0.26477;95690552;0.43750;10337066;0.04726;149;0.08409;2133;0.11325;10334784;0.04725;10339342;0.04545;44;0.07213;1543;0.11117;10335479;0.04725;9904;0.29886;57;0.13043;262;0.10764;9585;0.31667;5338;0.26512;38;0.14179;204;0.12969;5096;0.27858;22135;0.66794;251;0.57437;2051;0.84265;19833;0.65525;14167;0.70364;136;0.50746;1291;0.82072;12740;0.69644;1100;0.03319;129;0.29519;121;0.04971;850;0.02808;629;0.03124;94;0.35075;78;0.04959;457;0.02498
0;0;1;0;0;0.603;0.519;107496938;0.47959;1495;0.55742;11675;0.51341;107483768;0.47959;107501386;0.46566;538;0.58606;8524;0.51464;107487876;0.47959;7797674;0.03479;509;0.18978;2918;0.12832;7794247;0.03478;9469341;0.04102;161;0.17538;1953;0.11791;7795560;0.03478;99273418;0.44290;471;0.17562;5771;0.25378;99267176;0.44292;104309191;0.45183;167;0.18192;4327;0.26124;99268924;0.44292;9575288;0.04272;207;0.07718;2376;0.10449;9572705;0.04271;9577274;0.04149;52;0.05664;1759;0.10620;9573477;0.04271;10433;0.14219;96;0.08451;317;0.03919;10020;0.15620;5511;0.19078;61;0.17579;231;0.08960;5219;0.20102;62369;0.85003;950;0.83627;7705;0.95265;53714;0.83733;22920;0.79344;215;0.61960;2296;0.89061;20409;0.78611;571;0.00778;90;0.07923;66;0.00816;415;0.00647;456;0.01579;71;0.20461;51;0.01978;334;0.01286
0;0;0;1;0;0.580;0.493;104079804;0.47690;1049;0.55008;9646;0.51295;104069109;0.47689;104083962;0.46013;245;0.53728;6949;0.51028;104072610;0.47689;8556911;0.03921;373;0.19560;2319;0.12332;8554219;0.03920;11023574;0.04873;82;0.17982;1573;0.11551;8555256;0.03920;95553970;0.43783;316;0.16571;4758;0.25302;95548896;0.43785;101042441;0.44668;96;0.21053;3526;0.25892;95550348;0.43784;10053024;0.04606;169;0.08862;2082;0.11072;10050773;0.04606;10055549;0.04445;33;0.07237;1570;0.11529;10051421;0.04606;9870;0.30512;62;0.14904;263;0.11259;9545;0.32251;5325;0.27502;43;0.18455;202;0.13779;5080;0.28761;21344;0.65982;230;0.55288;1953;0.83604;19161;0.64742;13395;0.69182;101;0.43348;1184;0.80764;12110;0.68561;1134;0.03506;124;0.29808;120;0.05137;890;0.03007;642;0.03316;89;0.38197;80;0.05457;473;0.02678
0;0;0;0;1;0.582;0.508;107496304;0.47812;1326;0.56764;11171;0.51893;107483807;0.47811;107500494;0.46084;262;0.54021;8261;0.52803;107487781;0.47811;8129867;0.03616;500;0.21404;2884;0.13397;8126483;0.03615;10293884;0.04413;116;0.23918;1826;0.11671;8127925;0.03615;99377618;0.44201;362;0.15497;5286;0.24555;99371970;0.44203;105648245;0.45289;81;0.16701;3948;0.25235;99373589;0.44202;9828661;0.04372;148;0.06336;2186;0.10155;9826327;0.04371;9830621;0.04214;26;0.05361;1610;0.10291;9827025;0.04371;10348;0.15065;79;0.11334;300;0.05126;9969;0.16043;5451;0.19328;51;0.18613;220;0.09683;5180;0.20190;57686;0.83980;511;0.73314;5469;0.93455;51706;0.83208;22235;0.78842;142;0.51825;1990;0.87588;20103;0.78356;656;0.00955;107;0.15352;83;0.01418;466;0.00750;516;0.01830;81;0.29562;62;0.02729;373;0.01454
1;2;0;0;0;0.587;0.504;106723684;0.48263;1150;0.56762;10442;0.52681;106712092;0.48263;106728129;0.46293;304;0.58015;7407;0.53407;106715973;0.48263;10677051;0.04828;429;0.21175;2705;0.13647;10673917;0.04827;13446045;0.05832;100;0.19084;1788;0.12892;10675163;0.04828;94906312;0.42919;309;0.15252;4845;0.24444;94901158;0.42921;101552382;0.44048;97;0.18511;3447;0.24854;94902768;0.42920;8821315;0.03989;138;0.06811;1829;0.09228;8819348;0.03989;8824098;0.03827;23;0.04389;1227;0.08847;8820065;0.03989;10100;0.26081;65;0.16209;278;0.10113;9757;0.27426;5419;0.23626;43;0.18143;213;0.12800;5163;0.24544;27722;0.71585;215;0.53616;2366;0.86068;25141;0.70668;16970;0.73985;105;0.44304;1382;0.83053;15483;0.73602;904;0.02334;121;0.30175;105;0.03820;678;0.01906;548;0.02389;89;0.37553;69;0.04147;390;0.01854
1;0;2;0;0;0.602;0.519;109143862;0.48595;1602;0.56053;12323;0.53286;109129937;0.48594;109148458;0.46917;513;0.60495;8394;0.52617;109134955;0.48595;10613311;0.04725;569;0.19909;3294;0.14244;10609448;0.04724;12733194;0.05473;152;0.17925;2120;0.13289;10611039;0.04725;96705863;0.43057;463;0.16200;5511;0.23830;96699889;0.43059;102621973;0.44112;140;0.16509;3976;0.24923;96701747;0.43058;8136022;0.03622;224;0.07838;1998;0.08640;8133800;0.03622;8138052;0.03498;43;0.05071;1463;0.09171;8134516;0.03622;10487;0.13726;102;0.09256;324;0.03967;10061;0.14987;5552;0.17951;65;0.19345;238;0.09049;5249;0.18771;65396;0.85597;916;0.83122;7785;0.95311;56695;0.84456;24962;0.80707;204;0.60714;2348;0.89278;22410;0.80142;517;0.00677;84;0.07623;59;0.00722;374;0.00557;415;0.01342;67;0.19940;44;0.01673;304;0.01087
1;0;0;2;0;0.589;0.506;107472063;0.48491;1246;0.56895;10941;0.53280;107459876;0.48490;107476641;0.46592;280;0.58333;7012;0.52579;107464771;0.48490;10818330;0.04881;443;0.20228;2974;0.14483;10814913;0.04880;13491577;0.05849;88;0.18333;1780;0.13347;10816462;0.04881;95020633;0.42873;337;0.15388;4783;0.23292;95015513;0.42875;101382864;0.43950;86;0.17917;3340;0.25045;95017207;0.42874;8323074;0.03755;164;0.07489;1837;0.08946;8321073;0.03755;8325432;0.03609;26;0.05417;1204;0.09028;8321844;0.03755;10152;0.25586;72;0.17021;288;0.09921;9792;0.26937;5444;0.23354;51;0.21795;218;0.12522;5175;0.24255;28674;0.72267;237;0.56028;2520;0.86807;25917;0.71295;17344;0.74403;102;0.43590;1459;0.83802;15783;0.73974;852;0.02147;114;0.26950;95;0.03272;643;0.01769;523;0.02244;81;0.34615;64;0.03676;378;0.01772
1;0;0;0;2;0.590;0.513;109198205;0.48569;1461;0.57770;11958;0.53554;109184786;0.48568;109202785;0.46656;284;0.57028;8528;0.54398;109189393;0.48568;10751886;0.04782;565;0.22341;3312;0.14833;10748009;0.04781;13254926;0.05663;111;0.22289;2102;0.13408;10749673;0.04782;96766343;0.43039;363;0.14353;5148;0.23055;96760832;0.43042;103483219;0.44212;73;0.14659;3722;0.23742;96762548;0.43041;8115935;0.03610;140;0.05536;1911;0.08558;8113884;0.03609;8118203;0.03468;30;0.06024;1325;0.08452;8114580;0.03609;10414;0.14550;86;0.12199;313;0.05254;10015;0.15429;5507;0.18211;56;0.19929;233;0.09936;5218;0.18896;60569;0.84625;519;0.73617;5574;0.93571;54476;0.83924;24273;0.80268;149;0.53025;2063;0.87974;22061;0.79891;590;0.00824;100;0.14184;70;0.01175;420;0.00647;460;0.01521;76;0.27046;49;0.02090;335;0.01213
0;1;2;0;0;0.608;0.520;109322320;0.48630;1554;0.56986;12126;0.52414;109308640;0.48630;109327325;0.46938;495;0.58789;8514;0.52185;109313311;0.48630;10438922;0.04644;535;0.19619;3197;0.13819;10435190;0.04642;12703329;0.05454;145;0.17221;2071;0.12694;10436706;0.04643;97065287;0.43178;451;0.16538;5599;0.24201;97059237;0.43180;102905576;0.44181;154;0.18290;4131;0.25320;97061002;0.43179;7977789;0.03549;187;0.06857;2213;0.09566;7975389;0.03548;7979961;0.03426;48;0.05701;1599;0.09801;7976142;0.03548;10476;0.13817;97;0.08494;323;0.03892;10056;0.15150;5543;0.18072;62;0.16622;237;0.08662;5244;0.19026;64815;0.85486;956;0.83713;7916;0.95385;55943;0.84279;24704;0.80545;241;0.64611;2454;0.89693;22009;0.79853;528;0.00696;89;0.07793;60;0.00723;379;0.00571;424;0.01382;70;0.18767;45;0.01645;309;0.01121
0;1;0;2;0;0.597;0.507;106892294;0.48404;1342;0.57058;10897;0.52049;106880055;0.48404;106896831;0.46505;343;0.58136;7476;0.52105;106884475;0.48404;10699005;0.04845;458;0.19473;2905;0.13876;10695642;0.04844;13496712;0.05872;103;0.17458;1814;0.12643;10697088;0.04844;95014966;0.43026;377;0.16029;5030;0.24026;95009559;0.43028;101239293;0.44043;108;0.18305;3619;0.25223;95011239;0.43027;8227371;0.03726;175;0.07440;2104;0.10050;8225092;0.03725;8229728;0.03580;36;0.06102;1439;0.10029;8225896;0.03725;10135;0.26418;78;0.15789;291;0.09485;9766;0.28062;5442;0.23879;54;0.19355;224;0.12181;5164;0.24981;27360;0.71317;308;0.62348;2685;0.87516;24367;0.70016;16823;0.73817;147;0.52688;1557;0.84666;15119;0.73138;869;0.02265;108;0.21862;92;0.02999;669;0.01922;525;0.02304;78;0.27957;58;0.03154;389;0.01882
0;1;0;0;2;0.596;0.513;109188863;0.48499;1499;0.57279;11792;0.52575;109175572;0.48498;109193633;0.46616;304;0.57036;8641;0.53548;109179918;0.48498;10603988;0.04710;569;0.21742;3262;0.14544;10600157;0.04709;13142971;0.05611;117;0.21951;2050;0.12704;10601821;0.04709;97141790;0.43148;389;0.14864;5252;0.23416;97136149;0.43150;103698505;0.44270;79;0.14822;3938;0.24404;97137773;0.43149;8202571;0.03643;160;0.06114;2123;0.09465;8200288;0.03643;8204533;0.03503;33;0.06191;1508;0.09345;8201030;0.03643;10419;0.14650;90;0.12000;313;0.05111;10016;0.15591;5508;0.18353;58;0.18954;232;0.09466;5218;0.19145;60114;0.84527;564;0.75200;5741;0.93746;53809;0.83757;24045;0.80118;174;0.56863;2169;0.88494;21702;0.79626;585;0.00823;96;0.12800;70;0.01143;419;0.00652;459;0.01529;74;0.24183;50;0.02040;335;0.01229
0;0;1;2;0;0.606;0.517;109290898;0.48692;1569;0.57075;12155;0.52508;109277174;0.48692;109295876;0.47087;453;0.58226;8277;0.52231;109282168;0.48692;10137655;0.04517;542;0.19716;3338;0.14420;10133775;0.04515;12311646;0.05304;145;0.18638;2110;0.13315;10135400;0.04516;97075188;0.43250;449;0.16333;5475;0.23651;97069264;0.43252;102558090;0.44184;135;0.17352;3948;0.24913;97071105;0.43251;7947724;0.03541;189;0.06875;2181;0.09422;7945354;0.03540;7949843;0.03425;45;0.05784;1512;0.09541;7946167;0.03541;10480;0.13925;98;0.08813;323;0.03972;10059;0.15237;5544;0.18367;62;0.18343;237;0.09080;5245;0.19258;64257;0.85379;926;0.83273;7749;0.95290;55582;0.84193;24217;0.80231;206;0.60947;2328;0.89195;21683;0.79612;524;0.00696;88;0.07914;60;0.00738;376;0.00570;423;0.01401;70;0.20710;45;0.01724;308;0.01131
0;0;1;0;2;0.604;0.523;109720544;0.48700;1600;0.57021;12325;0.53095;109706619;0.48699;109725222;0.46915;400;0.59880;8596;0.53305;109711548;0.48699;9975237;0.04428;614;0.21882;3438;0.14811;9971185;0.04426;12179990;0.05208;137;0.20509;2103;0.13041;9972997;0.04427;97843108;0.43428;415;0.14790;5405;0.23284;97837288;0.43430;104211353;0.44558;95;0.14222;3939;0.24426;97839074;0.43429;7761659;0.03445;177;0.06308;2045;0.08810;7759437;0.03444;7763365;0.03319;36;0.05389;1488;0.09227;7760135;0.03445;10515;0.11520;99;0.09041;325;0.03631;10091;0.12423;5560;0.16354;64;0.19335;237;0.08510;5259;0.17029;80271;0.87944;909;0.83014;8567;0.95721;70795;0.87154;28031;0.82449;199;0.60121;2503;0.89874;25329;0.82019;489;0.00536;87;0.07945;58;0.00648;344;0.00423;407;0.01197;68;0.20544;45;0.01616;294;0.00952
